content_type,title,release_year,genres,imdb_rating,runtime,age_rating,production_country,streaming_service,url
movie,Laalo: Krishna Sada Sahaayate(2025),,Not Available,,Not Available,Not Available,Not Available,"28 Years Later: The Bone Temple, 4K Fireplace, 7:11 PM, Aaryan, Akhanda 2: Thaandavam, Alyad Palyad",https://www.justwatch.com/in/movie/laalo-krishna-sada-sahaayate
movie,Sisu: Road to Revenge(2025),,Not Available,,Not Available,Not Available,Not Available,"Act of Valor, Aleksandr Okunev, Amazon Video, Apple TV, Apple TV Store, Avatar: Fire and Ash",https://www.justwatch.com/in/movie/sisu-2
movie,Before the Dawn(2019),,Not Available,,Not Available,Not Available,Not Available,"12 Steps to Recovery, 28 Years Later: The Bone Temple, Alana de Freitas, All Hallows' Eve 2, Amor Comprado, Anthony",https://www.justwatch.com/in/movie/before-the-dawn
tv_show,A Knight of the Seven Kingdoms(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Apple TV, Avatar the Last Airbender - Season 3, Bait - Season 1",https://www.justwatch.com/in/tv-show/a-knight-of-the-seven-kingdoms-the-hedge-knight
tv_show,Jujutsu Kaisen(2020),,Not Available,,Not Available,Not Available,Not Available,"Ahsoka, All Her Fault, Amazon MX Player, Amazon Prime Video, Anime Times Amazon Channel, Apple TV",https://www.justwatch.com/in/tv-show/jujutsu-kaisen
tv_show,From(2022),,Not Available,,Not Available,Not Available,Not Available,"Aghori, Ahsoka, Alien: Earth, All Her Fault, Amazon Prime Video, Amazon Prime Video with Ads",https://www.justwatch.com/in/tv-show/from
tv_show,Erotic Stories(2023),,Not Available,,Not Available,Not Available,Not Available,"12 Steps to Recovery, Ahsoka, Alana Mansour, All Her Fault, Amazon Prime Video, Amber McMahon",https://www.justwatch.com/in/tv-show/erotic-stories
tv_show,Stranger Things(2016),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Alien: Earth, All American, All Her Fault, Apple TV",https://www.justwatch.com/in/tv-show/stranger-things
tv_show,Kohrra(2023),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A-i-dol A-i, Aanand Priya, Ahsoka, Apple TV, Bachna Ae Haseeno",https://www.justwatch.com/in/tv-show/kohrra
tv_show,Game of Thrones(2011),,Not Available,,Not Available,Not Available,Not Available,"21 Jump Street, Ahsoka, All Her Fault, Apple TV, Avatar the Last Airbender - Season 3, Band of Brothers",https://www.justwatch.com/in/tv-show/game-of-thrones
tv_show,Taskaree: The Smuggler's Web(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Amruta Khanvilkar, Anuja Sathe, Anurag Sinha",https://www.justwatch.com/in/tv-show/taskaree-the-smugglers-web
tv_show,Overflow(2020),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Abar Proloy, Ahsoka, All Her Fault, Amazon Prime Video, Anime Times Amazon Channel",https://www.justwatch.com/in/tv-show/overflow
tv_show,Spartacus: House of Ashur(2025),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Apple TV, Ash vs Evil Dead, Bait - Season 1",https://www.justwatch.com/in/tv-show/spartacus-house-of-ashur
tv_show,Bridgerton(2020),,Not Available,,Not Available,Not Available,Not Available,"56 Days, A Knight of the Seven Kingdoms, A-i-dol A-i, Abar Proloy, Adjoa Andoh, Agatha Christie's Seven Dials",https://www.justwatch.com/in/tv-show/bridgerton
tv_show,Pluribus(2025),,Not Available,,Not Available,Not Available,Not Available,"56 Days, After Yang, Agatha All Along, Ahsoka, Alien: Earth, All Her Fault",https://www.justwatch.com/in/tv-show/pluribus
tv_show,Monarch: Legacy of Monsters(2023),,Not Available,,Not Available,Not Available,Not Available,"12 Monkeys, A Knight of the Seven Kingdoms, Age of Tomorrow, Ahsoka, All Her Fault, Amazon Prime Video",https://www.justwatch.com/in/tv-show/monarch-legacy-of-monsters
tv_show,56 Days(2026),,Not Available,,Not Available,Not Available,Not Available,"56 Days, A Brilliant Disguise, A Friend of the Family, A Mother's Nightmare, Abar Proloy, Ahsoka",https://www.justwatch.com/in/tv-show/56-days
tv_show,MTV Splitsvilla(2008),,Not Available,,Not Available,Not Available,Not Available,"A Is for Apple, A Knight of the Seven Kingdoms, Ahsoka, Ainori Love Wagon: African Journey, All Her Fault, Amend: The Fight for America",https://www.justwatch.com/in/tv-show/mtv-splitsvilla
tv_show,The Night Manager(2016),,Not Available,,Not Available,Not Available,Not Available,"11.22.63, A Knight of the Seven Kingdoms, Agatha Christie's Seven Dials, Ahsoka, All Her Fault, Amazon Prime Video",https://www.justwatch.com/in/tv-show/the-night-manager
tv_show,The Rookie(2018),,Not Available,,Not Available,Not Available,Not Available,"9-1-1, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Alyssa Diaz, Amazon Prime Video",https://www.justwatch.com/in/tv-show/the-rookie
tv_show,Gyaarah Gyaarah(2024),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Adhura, Ahsoka, All Her Fault, Apple TV, Bait - Season 1",https://www.justwatch.com/in/tv-show/gyaarah-gyaarah
tv_show,Fallout(2024),,Not Available,,Not Available,Not Available,Not Available,"3 Body Problem, A Knight of the Seven Kingdoms, Aaron Moten, Ahsoka, Air, All Her Fault",https://www.justwatch.com/in/tv-show/fallout
tv_show,The Family Man(2019),,Not Available,,Not Available,Not Available,Not Available,"24, A Knight of the Seven Kingdoms, Afsos, Ahsoka, All Her Fault, Amazon Prime Video",https://www.justwatch.com/in/tv-show/the-family-man
tv_show,The Night Agent(2023),,Not Available,,Not Available,Not Available,Not Available,"24 Mani Neram, A Knight of the Seven Kingdoms, A Perfect World, Ahsoka, Apple TV, Arienne Mandi",https://www.justwatch.com/in/tv-show/the-night-agent
tv_show,Bigg Boss(2006),,Not Available,,Not Available,Not Available,Not Available,"90 Day Journey, A Knight of the Seven Kingdoms, Adhura, Ahsoka, All Her Fault, Apple TV",https://www.justwatch.com/in/tv-show/bigg-boss
tv_show,The Pitt(2025),,Not Available,,Not Available,Not Available,Not Available,"9-1-1, A Knight of the Seven Kingdoms, Abbott Elementary, Ahsoka, All Her Fault, Amielynn Abellera",https://www.justwatch.com/in/tv-show/the-pitt
tv_show,Mastram(2020),,Not Available,,Not Available,Not Available,Not Available,"56 Days, Aadha Ishq, Aakash Dabhade, Abar Proloy, Abha Paul, Ahsoka",https://www.justwatch.com/in/tv-show/mastram
tv_show,Hijack(2023),,Not Available,,Not Available,Not Available,Not Available,"96 Souls, A Knight of the Seven Kingdoms, Abar Proloy, Ahsoka, Albrecht Schuch, All Her Fault",https://www.justwatch.com/in/tv-show/hijack
tv_show,Daldal(2026),,Not Available,,Not Available,Not Available,Not Available,"18 Again, 3 Roses, A Knight of the Seven Kingdoms, A-i-dol A-i, Accused, Aditya Rawal",https://www.justwatch.com/in/tv-show/daldal
tv_show,Shingeki no Kyojin(2013),,Not Available,,Not Available,Not Available,Not Available,"Aggretsuko, Ahsoka, All Her Fault, Amazon Prime Video, Anime Times Amazon Channel, Apple TV",https://www.justwatch.com/in/tv-show/attack-on-titan
tv_show,Mirzapur(2018),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Ali Fazal, All Her Fault, Amazon Prime Video, Amazon Prime Video with Ads",https://www.justwatch.com/in/tv-show/mirzapur
tv_show,Breaking Bad(2008),,Not Available,,Not Available,Not Available,Not Available,"56 Days, A Knight of the Seven Kingdoms, Aaron Paul, Adolescence, Ahsoka, All Her Fault",https://www.justwatch.com/in/tv-show/breaking-bad
tv_show,The Lincoln Lawyer(2022),,Not Available,,Not Available,Not Available,Not Available,"9-1-1, A Knight of the Seven Kingdoms, A Man on the Inside, Ahsoka, American Crime Story, Angus Sampson",https://www.justwatch.com/in/tv-show/the-lincoln-lawyer
tv_show,Dark(2017),,Not Available,,Not Available,Not Available,Not Available,"1899, 2001: A Space Odyssey, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, All the Light We Cannot See",https://www.justwatch.com/in/tv-show/dark
tv_show,Unfamiliar(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A Most Wanted Man, ATM, Ahsoka, Ajooni, All Her Fault",https://www.justwatch.com/in/tv-show/unfamiliar
tv_show,Panchayat(2020),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Aapka Apna Zakir, Ahsoka, All Her Fault, Amazon Prime Video, Amazon Prime Video with Ads",https://www.justwatch.com/in/tv-show/panchayat
tv_show,Farzi(2023),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Abar Proloy, Ahsoka, All Her Fault, Amazon Prime Video, Amazon Prime Video with Ads",https://www.justwatch.com/in/tv-show/farzi
tv_show,Laughter Chefs Unlimited Entertainment(2024),,Not Available,,Not Available,Not Available,Not Available,"56 Days, Aapka Apna Zakir, Ahsoka, Alay Mazhya Rashila, All Her Fault, Altered Carbon",https://www.justwatch.com/in/tv-show/laughter-chefs-unlimited-entertainment
tv_show,Our Universe(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A-i-dol A-i, Ahsoka, All Her Fault, Apple TV, Bae In-hyuk",https://www.justwatch.com/in/tv-show/our-universe-2026
tv_show,Bloody Flower(2026),,Not Available,,Not Available,Not Available,Not Available,"10 Days of a Bad Man, 18 Again, A Knight of the Seven Kingdoms, A-i-dol A-i, Ahsoka, All Her Fault",https://www.justwatch.com/in/tv-show/bloody-flower
tv_show,Heated Rivalry(2025),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, All's Fair, Amazon Prime Video, And Just Like That…",https://www.justwatch.com/in/tv-show/heated-rivalry
tv_show,Sex(2020),,Not Available,,Not Available,Not Available,Not Available,"21 Paraíso, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, American Taboo, Apple TV",https://www.justwatch.com/in/tv-show/sex
tv_show,Lost(2004),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Amazon Obhijaan, Apple TV, Apple TV Store",https://www.justwatch.com/in/tv-show/lost
tv_show,Kimetsu no Yaiba(2019),,Not Available,,Not Available,Not Available,Not Available,"2.5 Dimensional Seduction, 86 EIGHTY-SIX, A Knight of the Seven Kingdoms, Ace of the Diamond, Agents of Mystery, Ahsoka",https://www.justwatch.com/in/tv-show/demon-slayer-kimetsu-no-yaiba
tv_show,The Great Indian Kapil Show(2024),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A Little Help with Carol Burnett, A-i-dol A-i, Aap Ki Adalat, Aapka Apna Zakir, Abnormal Summit",https://www.justwatch.com/in/tv-show/untitled-kapil-sharma-netflix-project
tv_show,Naagin(2015),,Not Available,,Not Available,Not Available,Not Available,"30 Coins, A Knight of the Seven Kingdoms, Aamhi Doghi, Ahsoka, All Her Fault, Amandeep Sidhu",https://www.justwatch.com/in/tv-show/naagin
tv_show,She(2020),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Aaditi Pohankar, Aashram, Ahsoka, All Her Fault, Apple TV",https://www.justwatch.com/in/tv-show/she
tv_show,Wonder Man(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Agatha Christie's Seven Dials, Ahsoka, All Her Fault, Apple TV, Arian Moayed",https://www.justwatch.com/in/tv-show/wonder-man-0
tv_show,Study Group(2025),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A-i-dol A-i, Ahsoka, All Her Fault, Apple TV, Avatar 5",https://www.justwatch.com/in/tv-show/study-group
tv_show,Engaged(2025),,Not Available,,Not Available,Not Available,Not Available,"90 Day: The Single Life, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Apple TV, Aussie Shore",https://www.justwatch.com/in/tv-show/engaged
tv_show,HIS & HERS(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Agatha Christie's Seven Dials, Ahsoka, All Her Fault, Apple TV, Bait - Season 1",https://www.justwatch.com/in/tv-show/his-and-hers
tv_show,IT: Welcome to Derry(2025),,Not Available,,Not Available,Not Available,Not Available,"12 Feet Deep, A Knight of the Seven Kingdoms, Ahsoka, Alien: Earth, All Her Fault, Amanda Christine",https://www.justwatch.com/in/tv-show/welcome-to-derry
tv_show,Wednesday(2022),,Not Available,,Not Available,Not Available,Not Available,"9-1-1, A Knight of the Seven Kingdoms, A Meowy Halloween, Abhalmaya, Aftermath, Ahsoka",https://www.justwatch.com/in/tv-show/wednesday
tv_show,True Detective(2014),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Adolescence, Agent Elvis, Ahsoka, All Her Fault, Andor",https://www.justwatch.com/in/tv-show/true-detective
tv_show,1923(2022),,Not Available,,Not Available,Not Available,Not Available,"1883, 1923, 1944, 6666, A Knight of the Seven Kingdoms, Ahsoka",https://www.justwatch.com/in/tv-show/1923
tv_show,Paradise(2025),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A Tale of Love, Ahsoka, Air Crash Investigation, Aliyah Mastin, All Her Fault",https://www.justwatch.com/in/tv-show/paradise-2025
tv_show,Golden Boy(2022),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A Woman Scorned, A-i-dol A-i, Afra Saraçoğlu, Ahsoka, All Her Fault",https://www.justwatch.com/in/tv-show/golden-boy
tv_show,Hell's Paradise(2023),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, AnoHana: The Flower We Saw That Day, Aoi Ichikawa, Apple TV",https://www.justwatch.com/in/tv-show/hells-paradise
tv_show,Tehran(2020),,Not Available,,Not Available,Not Available,Not Available,"24, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Apple TV, Apple TV Amazon Channel",https://www.justwatch.com/in/tv-show/tehran
tv_show,Animal Kingdom(2016),,Not Available,,Not Available,Not Available,Not Available,"1923, 21 Jump Street, A Knight of the Seven Kingdoms, Aamya Deva Keroles, Agents of Mystery, Ahsoka",https://www.justwatch.com/in/tv-show/animal-kingdom
tv_show,Spartacus(2010),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Amazon Prime Video, Apple TV, Bel-Air",https://www.justwatch.com/in/tv-show/spartacus
tv_show,Single's Inferno(2021),,Not Available,,Not Available,Not Available,Not Available,"12 Steps to Recovery, 90 Day Fiancé: Love in Paradise, 90 Day: The Last Resort, A Knight of the Seven Kingdoms, A-i-dol A-i, Ahsoka",https://www.justwatch.com/in/tv-show/singles-inferno
tv_show,레이디 두아(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A Thousand Blows, A-i-dol A-i, Ahsoka, All Her Fault, Angel's Last Mission: Love",https://www.justwatch.com/in/tv-show/the-art-of-sarah
tv_show,Abar Proloy(2023),,Not Available,,Not Available,Not Available,Not Available,"24, 56 Days, Abar Proloy, Adhura, Adv. Achinta Aich, Ahsoka",https://www.justwatch.com/in/tv-show/abar-proloy
tv_show,Solo Leveling(2024),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A Star Brighter than the Sun, A Terrified Teacher at Ghoul School!, Ahsoka, Akio Otsuka, Akira Ishida",https://www.justwatch.com/in/tv-show/solo-leveling-2024
tv_show,Kaisi Yeh Yaariyan(2014),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Aadha Ishq, Abhishek Malik, Adaalat, Ahsoka, All Her Fault",https://www.justwatch.com/in/tv-show/kaisi-yeh-yaariaan
tv_show,La casa de papel(2017),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Al Capone, Alba Flores, Alice in Borderland, Angel of Evil",https://www.justwatch.com/in/tv-show/paperhouse
tv_show,Euphoria(2019),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Alexa Demie, Angus Cloud, Apple TV, Baby",https://www.justwatch.com/in/tv-show/euphoria
tv_show,Suits(2011),,Not Available,,Not Available,Not Available,Not Available,"12 Angry Men, A Few Good Men, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Aloma Wright",https://www.justwatch.com/in/tv-show/suits
tv_show,House of the Dragon(2022),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Air Crash Investigation, All Her Fault, Apple TV, Apple TV Store",https://www.justwatch.com/in/tv-show/house-of-the-dragon
tv_show,Bhay: The Gaurav Tiwari Mystery(2025),,Not Available,,Not Available,Not Available,Not Available,"A Good Marriage, A Knight of the Seven Kingdoms, Aaryan, Accused, Adhura, Ahsoka",https://www.justwatch.com/in/tv-show/bhay-the-gaurav-tiwari-mystery
tv_show,Sherlock(2010),,Not Available,,Not Available,Not Available,Not Available,"8MM, A Knight of the Seven Kingdoms, Agatha Christie's Marple, Ahsoka, All Her Fault, Amanda Abbington",https://www.justwatch.com/in/tv-show/sherlock
tv_show,Falling Skies(2011),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Air Crash Investigation, All Her Fault, Apple TV, Avatar the Last Airbender - Season 3",https://www.justwatch.com/in/tv-show/falling-skies
tv_show,Industry(2020),,Not Available,,Not Available,Not Available,Not Available,"A Bigger Splash, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Apple TV, Bait - Season 1",https://www.justwatch.com/in/tv-show/industry
tv_show,Scrubs(2001),,Not Available,,Not Available,Not Available,Not Available,"30 Rock, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Aloma Wright, Am I Racist?",https://www.justwatch.com/in/tv-show/scrubs
tv_show,Charitraheen(2018),,Not Available,,Not Available,Not Available,Not Available,"777 Charlie, A Knight of the Seven Kingdoms, Abhishek Singh, Abraham Ozler, Aditya Banerjee, Ahsoka",https://www.justwatch.com/in/tv-show/charitraheen
tv_show,The Vampire Diaries(2009),,Not Available,,Not Available,Not Available,Not Available,"24, A Knight of the Seven Kingdoms, Ahsoka, Airwolf, Alert: Missing Persons Unit, All Her Fault",https://www.justwatch.com/in/tv-show/the-vampire-diaries
tv_show,The Boys(2019),,Not Available,,Not Available,Not Available,Not Available,"3 Body Problem, A Knight of the Seven Kingdoms, Ahsoka, Alice in Borderland, All Her Fault, Amazon Prime Video",https://www.justwatch.com/in/tv-show/the-boys
tv_show,Naruto Shippūden(2007),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Abbott Elementary, Acro Trip, After the Rain, Ahsoka, Akira Ishida",https://www.justwatch.com/in/tv-show/naruto-shippuden
tv_show,The Daily Life of the Immortal King(2020),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A Wild Last Boss Appeared!, Ahsoka, All Her Fault, Alpha Males, Anyway, I'm Falling in Love with You.",https://www.justwatch.com/in/tv-show/the-daily-life-of-the-immortal-king
tv_show,Rasbhari(2020),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Amazon Prime Video, Amazon Prime Video with Ads, Apple TV",https://www.justwatch.com/in/tv-show/rasbhari
tv_show,Steal(2026),,Not Available,,Not Available,Not Available,Not Available,"56 Days, A Gentleman in Moscow, Agatha Christie's Seven Dials, Ahsoka, Air Crash Investigation, All Her Fault",https://www.justwatch.com/in/tv-show/steal
tv_show,Peaky Blinders(2013),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, American History X, Apple TV, Bait - Season 1",https://www.justwatch.com/in/tv-show/peaky-blinders
tv_show,Cross(2024),,Not Available,,Not Available,Not Available,Not Available,"1 Versus 100, 30 March, A Knight of the Seven Kingdoms, Absolution, Ahsoka, Aldis Hodge",https://www.justwatch.com/in/tv-show/cross
tv_show,Spring Fever(2026),,Not Available,,Not Available,Not Available,Not Available,"21 Jump Street, A Daughter Just Like You, A Knight of the Seven Kingdoms, A-i-dol A-i, Ahn Bo-hyun, Ahsoka",https://www.justwatch.com/in/tv-show/spring-fever
tv_show,SPY x FAMILY(2022),,Not Available,,Not Available,Not Available,Not Available,"91 Days, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault, Amagi Brilliant Park, Amazon MX Player",https://www.justwatch.com/in/tv-show/spy-x-family
tv_show,Bindiya Ke Bahubali(2025),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Aavesham, Ahsoka, All Her Fault, Amazon MX Player, Anandibaa Aur Emily",https://www.justwatch.com/in/tv-show/bindiya-ke-bahubali
tv_show,The 100(2014),,Not Available,,Not Available,Not Available,Not Available,"13 Reasons Why, 21 Jump Street, A Knight of the Seven Kingdoms, Ahsoka, Alert: Missing Persons Unit, All Her Fault",https://www.justwatch.com/in/tv-show/the-100
tv_show,The Day of the Jackal(2024),,Not Available,,Not Available,Not Available,Not Available,"1883, 1923, A Knight of the Seven Kingdoms, Aditya 369, Adoney Díaz Barajas, Ahsoka",https://www.justwatch.com/in/tv-show/the-day-of-the-jackal
tv_show,Teen Wolf(2011),,Not Available,,Not Available,Not Available,Not Available,"9-1-1, 90210, A Discovery of Witches, A Knight of the Seven Kingdoms, Ahsoka, All Her Fault",https://www.justwatch.com/in/tv-show/teen-wolf
tv_show,Reacher(2022),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Alan Ritchson, All Her Fault, Amazon Prime Video, Amazon Prime Video with Ads",https://www.justwatch.com/in/tv-show/jack-reacher
tv_show,High Potential(2024),,Not Available,,Not Available,Not Available,Not Available,"9-1-1, A Knight of the Seven Kingdoms, Abbott Elementary, Agent Elvis, Ahsoka, All Her Fault",https://www.justwatch.com/in/tv-show/high-potential
tv_show,Seher Hone Ko Hai(2025),,Not Available,,Not Available,Not Available,Not Available,"7 Star Dinosor Entertainment, A Knight of the Seven Kingdoms, AJ and the Queen, Aadha Ishq, Ahsoka, All Her Fault",https://www.justwatch.com/in/tv-show/seher-hone-ko-hai
tv_show,Devkhel(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Adhura, Ahsoka, All Her Fault, Ambarish Deshpande, Angad Mhaskar",https://www.justwatch.com/in/tv-show/devkhel
tv_show,Shrinking(2023),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Abbott Elementary, Ahsoka, All Her Fault, American Housewife, Apple TV",https://www.justwatch.com/in/tv-show/shrinking
tv_show,Death Note(2006),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Ai-Mai-Mi, Akagi, All Her Fault, Amazon Prime Video",https://www.justwatch.com/in/tv-show/death-note
tv_show,Naruto(2002),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, After the Rain, Aharen-san wa Hakarenai, Ahsoka, All Her Fault, Amazon Prime Video",https://www.justwatch.com/in/tv-show/naruto
tv_show,Black Clover(2017),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Alice in Borderland, All Her Fault, American Horror Story, Animax Amazon Channel",https://www.justwatch.com/in/tv-show/black-clover
tv_show,Tang gong qi an zhi Qing wu feng ming(2026),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, A-i-dol A-i, Ahsoka, All Her Fault, Annabel Yao, Apple TV",https://www.justwatch.com/in/tv-show/tang-gong-qi-an-zhi-qing-wu-feng-ming
tv_show,Under the Dome(2013),,Not Available,,Not Available,Not Available,Not Available,"12 Monkeys, A Knight of the Seven Kingdoms, Ahsoka, Air Crash Investigation, Alexander Koch, All Her Fault",https://www.justwatch.com/in/tv-show/under-the-dome
tv_show,My Hero Academia(2016),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Akudama Drive, All Her Fault, Amazon MX Player, Amazon Prime Video",https://www.justwatch.com/in/tv-show/my-hero-academia
tv_show,Vikings(2013),,Not Available,,Not Available,Not Available,Not Available,"A Knight of the Seven Kingdoms, Ahsoka, Alex Høgh Andersen, Alexander Ludwig, All Her Fault, Apple TV",https://www.justwatch.com/in/tv-show/vikings
tv_show,Black Mirror(2011),,Not Available,,Not Available,Not Available,Not Available,"2050, 41, A Knight of the Seven Kingdoms, Ahsoka, Alien: Earth, All Her Fault",https://www.justwatch.com/in/tv-show/black-mirror
